filmtv_id,title,year,genre,duration,country,avg_vote,critics_vote,public_vote,total_votes,humor,rhythm,effort,tension,erotism,Labels
12132,Cin cin,1991,27,96,70,4.9,4.0,6.0,21,1,2,0,1,0,4
16835,I miei più cari amici,1998,27,90,70,5.4,4.67,6.0,21,2,2,1,1,1,4
7557,L'homme de Rio,1964,27,120,42,6.9,7.14,7.0,21,2,4,1,2,1,4
8765,Which Way to the Front,1970,27,99,51,5.9,5.2,7.0,21,3,2,2,1,1,4
19624,Mr. Lucky,1943,27,100,51,6.4,6.0,7.0,21,2,2,0,0,0,4
13314,Scenes from a Mall,1990,27,87,51,5.5,5.5,6.0,21,2,2,0,1,0,4
1714,Le magnifique,1973,27,90,42,6.4,7.2,6.0,21,3,3,0,1,1,4
16583,Letti selvaggi,1979,27,100,70,4.2,4.0,4.0,21,1,1,0,0,2,4
4679,Noi donne siamo fatte così,1971,27,112,70,4.8,4.8,5.0,21,2,2,1,0,1,4
8545,Magic Town,1947,27,103,51,6.6,7.25,6.0,21,1,2,2,2,0,4
486,The Lonely Guy,1984,27,86,51,6.5,7.33,6.0,21,2,1,0,0,0,4
2614,La famiglia Passaguai fa fortuna,1952,27,90,70,4.4,3.6,5.0,21,1,2,0,0,0,4
20385,Deuce Bigalow: Male Gigolo,2000,27,98,51,4.7,4.5,5.0,21,2,2,0,0,1,4
4449,Molti sogni per le strade,1948,27,90,70,7.2,7.43,7.0,21,2,2,1,2,0,4
7403,Tutti possono arricchire tranne i poveri,1976,27,110,70,4.3,4.4,4.0,21,1,2,0,0,1,4
5593,Puro cashmere,1986,27,98,70,3.6,3.0,4.0,21,0,2,0,0,1,4
8934,It's Only Money,1962,27,84,51,7.1,7.33,7.0,21,3,3,0,0,0,4
2377,Les fugitifs,1986,27,85,42,6.9,6.67,7.0,21,2,2,0,1,0,4
11555,The Last Hurrah,1958,27,121,51,7.7,7.73,8.0,21,2,3,2,1,0,4
18084,State of The Union,1948,27,124,51,7.2,7.5,7.0,21,2,3,1,2,0,4
5094,Patrocloo!... e il soldato Camillone grande grosso e frescone,1974,27,94,70,3.8,3.5,4.0,21,1,2,0,0,1,4
4788,Nothing Sacred,1937,27,75,51,6.9,7.17,7.0,21,3,3,0,1,0,4
15574,Il diavolo,1963,27,105,70,6.1,5.57,7.0,21,1,1,1,2,1,4
17097,Private Parts,1997,27,103,51,6.9,6.8,7.0,21,3,3,1,0,1,4
16463,The Snapper,1993,27,91,95,7.7,8.0,7.0,21,3,3,2,2,0,4
6945,Nuns on the Run,1990,27,105,95,6.9,6.67,7.0,21,3,2,0,2,1,4
15013,Captain Ron,1992,27,90,51,5.6,6.0,5.0,21,2,2,0,1,0,4
4321,Micki + Maude,1985,27,118,51,7.1,7.2,7.0,21,3,3,1,1,1,4
389,Amore e chiacchiere,1957,27,95,70,7.1,7.29,7.0,21,2,2,1,1,0,4
10272,Defending Your Life,1991,27,112,51,4.7,4.0,5.0,21,1,2,0,1,0,4
9340,Un mostro e mezzo,1964,27,90,70,6.3,6.29,6.0,21,1,2,0,0,0,4
10944,I due figli di Ringo,1967,27,105,70,5.8,5.6,6.0,21,1,2,0,0,0,4
4655,L'évenement le plus important depuis que l'homme a marché sur la lune,1974,27,90,42,6.2,6.3,6.0,21,2,2,1,0,1,4
12664,Boys on the Side,1995,27,118,51,5.9,6.0,6.0,21,1,2,0,0,0,4
80668,Hunt for the Wilderpeople,2016,27,93,116,6.5,6.0,7.0,21,1,1,0,0,0,4
24201,Hatuna meuheret,2001,27,102,81,7.1,7.2,7.0,21,2,2,2,1,3,4
24879,En lektion i kärlek,1954,27,96,84,7.1,6.83,7.0,21,2,2,1,1,0,4
135549,El autor,2017,27,112,94,6.6,7.0,6.0,21,0,0,0,0,0,4
149074,"Les dents, pipi, au lit",2018,27,105,42,4.7,4.5,5.0,21,0,0,0,0,0,4
150131,Nessuno come noi,2018,27,100,70,3.9,3.0,5.0,21,0,0,0,0,0,4
150197,Eighth Grade,2018,27,94,51,5.8,5.75,6.0,21,0,0,0,0,0,4
154805,The Happytime Murders,2018,27,91,51,4.4,4.33,5.0,21,0,0,0,0,0,4
30944,Big Fat Liar,2002,27,88,51,4.1,3.83,4.0,21,2,2,0,0,0,4
29109,Whisky,2004,27,94,18,7.3,7.67,7.0,21,1,1,1,1,0,4
28192,Criminal,2004,27,87,51,5.3,5.33,5.0,21,1,2,0,1,0,4
31504,Sweet Movie,1974,27,99,106,6.6,6.0,7.0,21,0,0,0,0,0,4
26959,Ecco lingua d'argento,1976,27,90,70,3.4,3.0,4.0,21,2,2,1,1,3,4
40077,L'ultimo crodino,2008,27,90,70,4.5,4.4,5.0,21,1,1,2,1,0,4
38997,The Promotion,2008,27,85,51,5.5,,5.0,21,3,3,1,0,0,4
38772,2001 - A Space Travesty,2000,27,87,106,4.3,4.0,5.0,21,1,2,0,0,0,4
26874,My Dog Skip,2000,27,95,51,6.5,6.67,6.0,21,1,2,0,0,0,4
38006,Happy Endings,2005,27,128,51,5.8,6.0,6.0,21,1,1,2,1,1,4
83734,Retour chez ma mère,2016,27,90,42,5.0,,5.0,21,0,0,0,0,0,4
38203,Jackass Number Two,2006,27,95,51,4.3,3.6,5.0,21,1,3,0,0,0,4
84487,L'effet aquatique,2016,27,86,42,5.8,5.67,6.0,21,0,0,0,0,0,4
26400,Valentín,2002,27,86,114,3.3,2.0,5.0,21,1,2,1,0,0,4
26667,Jagoda u supermarketu,2003,27,119,46,4.5,4.0,5.0,21,1,2,1,1,0,4
21630,Leo the Last,1970,27,99,95,7.0,7.43,7.0,21,2,2,2,1,0,4
9923,Sbamm!,1980,27,80,70,3.6,3.67,3.0,21,1,2,0,0,0,4
53144,The Love Punch,2013,27,95,42,4.0,4.0,4.0,21,2,2,0,0,0,4
45490,Take Me Home Tonight,2011,27,97,51,4.1,3.0,5.0,21,1,2,0,0,0,4
39741,Hotel for Dogs,2009,27,100,51,5.5,5.0,6.0,21,3,3,2,1,0,4
191844,Happiest Season,2020,27,102,51,6.2,6.67,6.0,21,0,0,0,0,0,4
50057,All'ultima spiaggia,2012,27,94,70,3.1,2.8,3.0,21,2,1,0,0,1,4
24183,La palestra,2002,27,90,70,3.1,3.0,3.0,21,2,2,0,0,0,4
20782,Gun Shy,1999,27,101,51,5.9,6.0,6.0,21,2,2,0,1,0,4
